libgoom2 2k4-5
libgpg-error 1.61-1.1
libgravatar 26.04.2-1.1
libgsf 1.14.58-1.1
libgudev 238-3.1
libhandy 1.8.3-2.1
libheif 1.23.0-2.1
libibus 1.5.34-1.1
libical 4.0.3-2.1
libice 1.1.2-1.1
libidn 1.44-1.1
libidn2 2.3.8-1.1
libiec61883 1.2.0-9.1
libimagequant 4.4.1-2
libimobiledevice 1.4.0-2.2
libimobiledevice-glue 1.3.2-1.3
libinih 62-2.1
libinput 1.31.3-1.1
libisl 0.27-1.1
libixion 0.20.0-7.1
libjcat 0.2.6-1.1
libjpeg-turbo 3.1.4.1-1.1
libjuice 1.7.2-1.1
libjxl 0.11.2-2.1
libkate 0.4.3-4.1
libkdcraw 26.04.2-1
libkdepim 26.04.2-1.1
libkexiv2 26.04.2-1.1
libkgapi 26.04.2-1.1
libkleo 26.04.2-1.1
libksba 1.8.0-1.1
libkscreen 6.7.1-1.1
libksieve 26.04.2-2.1
libksysguard 6.7.0-1
liblangtag 0.6.8-1.1
liblc3 1.1.3-2.1
libldac 2.0.2.5-1.1
libldap 2.6.13-1
liblqr 0.4.3-1.1
liblrdf 0.6.1-5.1
liblsan 16.1.1+r12+g301eb08fa2c5-2
libltc 1.3.2-2.1
libluv 1.52.1-1
libmad 0.15.1b-10.1
libmakepkg-dropins 20-1
libmalcontent 0.14.0-4
libmanette 0.2.13-2.1
libmatroska 1.7.1-2.1
libmaxminddb 1.13.3-1.1
libmbim 1.34.0-1.1
libmd 1.2.0-1.1
libmfx 23.2.2-6
libmicrodns 0.2.0-2.1
libmm-glib 1.24.2-1.1
libmng 2.0.3-4.1
libmnl 1.0.5-2.1
libmodplug 0.8.9.0-7.1
libmpc 1.4.1-1.1
libmpcdec 1:0.1+r475-6
libmpeg2 0.5.1-11.1
libmspub 0.1.5-1.1
libmtp 1.1.23-1.1
libmwaw 0.3.22-4.1
libmysofa 1.3.4-1.1
libmythes 1:1.2.6-1.1
libndp 1.9-1.1
libnet 2:1.3-2.1
libnetfilter_conntrack 1.1.1-1.1
libnewt 0.52.25-2.1
libnfnetlink 1.0.2-2.1
libnfs 6.0.2-5.1
libnftnl 1.3.1-1.1
libnghttp2 1.69.0-1.1
libnghttp3 1.16.0-1.1
libngtcp2 1.23.0-1.1
libnice 0.1.23-1.1
libnl 3.12.0-1.1
libnm 1.56.1-1
libnma-common 1.10.6-3.1
libnma-gtk4 1.10.6-3.1
libnotify 0.8.8-1.1
libnsl 2.0.1-2.1
libntfs-3g 2026.2.25-1.1
libnumbertext 1.0.11-3.1
libnvme 1.16.2-1.1
libobjc 16.1.1+r12+g301eb08fa2c5-2
libodfgen 0.1.8-5.1
libogg 1.3.6-1.1
libopenmpt 0.8.7-1.1
libopenraw 0.3.7-2.1
liborcus 0.21.0-6.1
libp11-kit 0.26.2-1.1
libpagemaker 0.0.4-5.1
libpaper 2.2.8-1.1
libpathrs 0.2.5-2.1
libpcap 1.10.6-1.1
libpciaccess 0.19-1.1
libpeas-2 2.2.1-1.1
libpgm 5.3.128-4.1
libphonenumber 1:9.0.32-2.1
libpipeline 1.5.8-1.1
libpipewire 1:1.6.7-1.1
libplacebo 7.360.1-3.1
libplasma 6.7.1-1.1
libplist 2.7.0-3.1
libpng 1.6.58-1.1
libproxy 0.5.12-1.1
libpsl 0.21.5-2.1
libpulse 17.0+r98+gb096704c0-1.2
libpwquality 1.4.5-7.3
libqaccessibilityclient-qt6 0.6.0-4
libqalculate 5.11.0-1.1
libqmi 1.38.0-1.1
libqrtr-glib 1.4.0-1.1
libquadmath 16.1.1+r12+g301eb08fa2c5-2
libqxp 0.0.3-1.1
libraqm 0.10.5-1.1
libraw 0.22.1-1.1
libraw1394 2.1.2-4.1
libreoffice-fresh 26.2.4-2.1
libretro-overlays 332-1
libretro-shaders-slang 1759-1
librevenge 0.0.5-4.1
librewolf-bin 1:152.0.0_1-1
librsvg 2:2.62.3-1.1
librsync 1:2.3.4-2.1
libsamplerate 0.2.2-3.1
libsasl 2.1.28-5.1
libseccomp 2.6.0-1
libsecret 0.21.7-1
libshout 1:2.4.6-5.1
libsigc++ 2.12.2-1.1
libsigc++-3.0 3.8.1-1.1
libsixel 1.10.5-1.1
libsm 1.2.6-1.1
libsndfile 1.2.2-4.1
libsodium 1.0.22-1.1
libsoup3 3.6.6-2.1
libsoxr 0.1.3-4.1
libspectre 0.2.12-2.1
libsrtp 1:2.8.0-1.1
libssc 0.4.3-1.1
libssh 0.12.0-1.1
libssh2 1.11.1-1.1
libstaroffice 0.0.7-5.1
libstdc++ 16.1.1+r12+g301eb08fa2c5-2
libstemmer 3.1.1-1.1
libsysprof-capture 50.0-2.1
libtasn1 4.21.0-1.1
libtatsu 1.0.5-1.1
libteam 1.32-3.1
libthai 0.1.30-1.1
libtheora 1.2.0-1.1
libtiff 4.7.1-2.1
libtiger 0.3.4-8.1
libtirpc 1.3.7-1.1
libtommath 1.3.0-2.1
libtool 2.6.1-1
libtorrent 0.16.15-1.1
libtorrent-rasterbar 1:2.0.13-1.1
libtsan 16.1.1+r12+g301eb08fa2c5-2
libubsan 16.1.1+r12+g301eb08fa2c5-2
libunibreak 7.0-1.1
libunistring 1.4.2-1.1
libunrar 1:7.2.6-1.1
libunwind 1.8.2-1.2
libupnp 1.14.31-1.1
liburcu 0.15.6-1.1
liburing 2.14-1.1
libusb 1.0.30-1.1
libusb-compat 0.1.9-1.1
libusbmuxd 2.1.1-2.1
libutempter 1.2.3-1.1
libutf8proc 2.11.3-1.1
libuv 1.52.1-1.1
libva 2.23.0-1.1
libva-nvidia-driver 0.0.17-1.1
libvdpau 1.5-4.1
libverto 0.3.2-6.1
libvisio 0.1.11-1.1
libvlc 3.0.23_2-8.1
libvncserver 0.9.15-1.1
libvorbis 1.3.7-4.1
libvpl 2.16.0-2.1
libvpx 1.16.0-3.1
libvterm 0.3.3-2.1
libwacom 2.19.0-1
libwbclient 2:4.24.3-1.1
libwebp 1.6.0-2.1
libwireplumber 0.5.15-1.1
libwmf 0.2.15-1.1
libwpd 0.10.3-6.1
libwps 0.4.14-4.1
libx11 1.8.13-1.1
libx86emu 3.7-2.1
libxau 1.0.12-1.1
libxaw 1.0.16-2.1
libxcb 1.17.0-1.1
libxcomposite 0.4.7-1.1
libxcrypt 4.5.2-1.1
libxcrypt-compat 4.5.2-1.1
libxcursor 1.2.3-1.1
libxcvt 0.1.3-1.1
libxdamage 1.1.7-1.1
libxdmcp 1.1.5-2.1
libxext 1.3.7-1.1
libxfixes 6.0.2-1.1
libxfont2 2.0.7-1.1
libxft 2.3.9-1.1
libxi 1.8.3-1.1
libxinerama 1.1.6-1.1
libxkbcommon 1.13.2-1.1
libxkbcommon-x11 1.13.2-1.1
libxkbfile 1.2.0-1.1
libxml2 2.15.3-1.1
libxmlb 0.3.27-1.1
libxmp 4.7.0-1.1
libxmu 1.3.1-1.1
libxnvctrl 610.43.02-1
libxpm 3.5.19-1.1
libxpresent 1.0.2-1.1
libxrandr 1.5.5-1.1
libxrender 0.9.12-1.1
libxres 1.2.3-1.1
libxshmfence 1.3.3-1.1
libxslt 1.1.45-2.1
libxss 1.2.5-1.1
libxt 1.3.1-1.1
libxtst 1.2.5-1.1
libxv 1.0.13-1.1
libxxf86vm 1.1.7-1.1
libyaml 0.2.5-3.1
libyuv r2426+464c51a03-1.1
libzip 1.11.4-1.1
libzmf 0.0.2-20.1
licenses 20240728-1
lilv 0.28.0-1
limine 12.3.3-1
limine-mkinitcpio-hook 1.36.0-1
limine-snapper-sync 1.30.1-1
linutil-bin 2026.05.21-1
linux-api-headers 1:7.0-1
linux-cachyos 7.1.1-2
linux-cachyos-headers 7.1.1-2
linux-cachyos-lts 6.18.36-1
linux-cachyos-lts-headers 6.18.36-1
linux-cachyos-lts-nvidia-open 6.18.36-1
linux-cachyos-nvidia-open 7.1.1-2
linux-firmware 1:20260519-1
linux-firmware-amdgpu 1:20260519-1
linux-firmware-atheros 1:20260519-1
linux-firmware-broadcom 1:20260519-1
linux-firmware-cirrus 1:20260519-1
linux-firmware-intel 1:20260519-1
linux-firmware-mediatek 1:20260519-1
linux-firmware-nvidia 1:20260519-1
linux-firmware-other 1:20260519-1
linux-firmware-radeon 1:20260519-1
linux-firmware-realtek 1:20260519-1
linux-firmware-whence 1:20260519-1
lirc 1:0.10.2-6.1
litehtml0.9 0.9-2.1
live-media 2025.05.24-1.1
lld 22.1.6-1.1
llhttp 9.3.1-1.1
llvm 22.1.6-2
llvm-libs 22.1.6-2
llvm20-libs 20.1.8-1.2
llvm21-libs 21.1.8-1.1
lm_sensors 1:3.6.2-1.1
lmdb 0.9.35-1.1
localsend-bin 1.17.0-1
logrotate 3.22.0-1.1
lpsolve 5.5.2.14-1.1
lsb-release 2.0.r55.a25a4fc-1
lsfg-vk 1:1.0.0.r0.7113d7d-1
lsof 4.99.7-1.1
lsp-plugins-lv2 1.2.29-1.1
lsscsi 0.32-2.1
lttng-ust2.12 2.12.10-2.1
lua 5.5.0-2.1
lua-luarocks 3.13.0-5
lua51 5.1.5-13.1
lua51-lpeg 1.1.0-5
lua54 5.4.8-6.1
luajit 2.1.1780076327+b925b3e-1.1
luarocks 3.13.0-5
lutris 0.5.22-1
lv2 1.18.10-2.1
lvm2 2.03.41-1.1
lxc 1:7.0.0-1.1
lz4 1:1.10.0-3
lzo 2.10-5.1
m4 1.4.21-2.1
mailcap 2.1.54-2
mailcommon 26.04.2-2.1
mailimporter 26.04.2-2.1
make 4.4.1-3.1
man-db 2.13.1-1.1
man-pages 6.18-1
mangohud 0.8.4-1.1
mariadb 12.3.2-2.1
mariadb-clients 12.3.2-2.1
mariadb-libs 12.3.2-2.1
mbedtls 3.6.5-1
md4c 0.5.3-1.1
mda.lv2 1.2.12-1.1
mdadm 4.6-2
media-player-info 26-1
meld 3.22.3-2
mesa 3:26.1.2-1
mesa-utils 9.0.0-7.1
messagelib 26.04.2-3.1
micro 2.0.15-3.1
milou 6.7.1-1.1
miniupnpc 2.3.3-3.1
minizip 1:1.3.2-3.1
mission-center 1.1.0-1.1
mjpegtools 2.2.1-4.1
mkinitcpio 41-5
mkinitcpio-busybox 1.36.1-1.1
mkvtoolnix-cli 99.0-1
mlt 7.38.0-1.1
mobile-broadband-provider-info 20251101-1
modemmanager 1.24.2-1.1
modemmanager-qt 6.27.0-1.1
mpdecimal 4.0.1-3.1
mpfr 4.2.2-1.1
mpg123 1.33.5-1.1
mpv 1:0.41.0-3.1
mpvqt 1.2.0-1.1
msgpack-c 7.0.1-1.1
msodbcsql 18.6.2.1-1
mssql-tools 18.6.2.1-1
mtdev 1.1.7-1.1
mtools 1:4.0.49-1.1
mtr 0.96-1.1
mujs 1.3.9-1.1
mullvad-vpn 2026.2-1.1
mullvad-vpn-daemon 2026.2-1.1
multitail 7.1.5-1
mxw-git v0.2.2.r4.g6978ea2-1
nano 9.0-1.1
nano-syntax-highlighting 2025.07.01.r0.g256995b-2
ncdu 2.9.2-1.1
ncurses 6.6-2.1
neon 0.37.1-1.1
neovim 0.12.3-1.1
net-tools 2.10-3.1
netctl 1.29-2
nethogs 0.8.8-2.1
nettle 4.0-1
networkmanager 1.56.1-1
networkmanager-openvpn 1.12.5-1.1
networkmanager-qt 6.27.0-1.1
networkmanager-vpn-plugin-openvpn 1.12.5-1.1
newsflash 5.1.0-1.1
nexusmods-app-bin 0.21.1-1
nfs-utils 2.9.1-1.1
nfsidmap 2.9.1-1.1
nftables 1:1.1.6-3
nilfs-utils 2.3.0-1.1
nlohmann-json 3.12.0-2
node-gyp 13.0.0-1
nodejs 26.1.0-2
nodejs-nopt 10.0.1-1
noise-suppression-for-voice 1.21-1.1
noto-fonts 1:2026.06.01-1
noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.051-1
npm 11.16.0-1
npth 1.8-1.1
nspr 4.39-1.1
nss 3.125-1.1
nss-mdns 0.15.1-2.1
ntfs-3g 2026.2.25-1.1
ntfsprogs 2026.2.25-1.1
numactl 2.0.19-1
nvidia-prime 1.0-6
nvidia-settings 610.43.02-1
nvidia-utils 610.43.02-3
nvtop 3.3.2-1.1
obs-studio 32.1.2-5.1
obsidian 1.12.7-2
ocean-sound-theme 6.7.0-1
ocl-icd 2.3.4-1.1
okular 26.04.2-1.1
onefetch 2.27.1-1.1
onetbb 2023.0.0-1.1
oniguruma 6.9.10-1.1
openal 1.25.2-1.1
opencl-nvidia 610.43.02-3
opencore-amr 0.1.6-2.1
opencv 4.13.0-10.1
openexr 3.4.13-2.1
openh264 2.6.0-2.1
openjpeg2 2.5.4-1.1
openjph 0.30.1-1.1
openmp 22.1.6-1.1
openmpi 5.0.10-3.1
openpmix 5.0.10-2.1
openrgb-git 0.9.1974.g4306603-1
openssh 10.3p1-1.1
openssl 3.6.3-1.1
opentimelineio 0.18.1-3.1
openucx 1.20.1-1.1
openvpn 2.7.4-1.1
openxr 1.1.60-1.1
optipng 7.9.1-1.1
opus 1.6.1-1.1
opusfile 0.12-4.1
orc 0.4.42-1.1
os-prober 1.84-1.1
ostree 2025.7-3.1
oxygen 6.7.1-1.1
oxygen-cursors 6.7.1-1.1
oxygen-icons 1:6.27.0-1
oxygen5 6.7.1-1.1
p11-kit 0.26.2-1.1
pacman 7.1.0.r9.g54d9411-4
pacman-contrib 1.13.1-1.2
pacman-mirrorlist 20260610-1
pacutils 0.15.0-3
pahole 1:1.31-2.1
pam 1.7.2-2.1
pambase 20260616-1
pango 1:1.57.1-1.1
pangomm 2.46.4-3.1
pangomm-2.48 2.56.1-2.1
parallel 20260522-1
parted 3.7-1.1
partitionmanager 26.04.2-1.1
paru 2.1.0-3
passim 0.1.11-1.1
patch 2.8-1
pavucontrol 1:6.2-1.1
pciutils 3.15.0-1.1
pcre 8.45-4.1
pcre2 10.47-1.1
pcsclite 2.5.1-1.1
perl 5.42.2-1.1
perl-class-inspector 1.36-10
perl-clone 0.50-1.1
perl-encode-locale 1.05-15
perl-error 0.17030-3
perl-file-listing 6.16-6
perl-file-sharedir 1.118-8
perl-html-parser 3.85-1.1
perl-html-tagset 3.24-4
perl-http-cookiejar 0.014-5
perl-http-cookies 6.11-4
perl-http-daemon 6.17-1
perl-http-date 6.06-5
perl-http-message 7.02-1
perl-http-negotiate 6.01-16
perl-io-html 1.004-8
perl-libwww 6.83-1
perl-lwp-mediatypes 6.04-8
perl-mailtools 2.22-3
perl-mime-base32 1.303-13
perl-mime-charset 1.013.1-6
perl-net-http 6.24-2
perl-timedate 2.35-1
perl-try-tiny 0.32-4
perl-unicode-linebreak 2019.001-9.4
perl-uri 5.35-1
perl-www-robotrules 6.03-1
perl-xml-parser 2.59-1.1
perl-xml-writer 0.900-6
perl-yaml-tiny 1.76-3
phonon-qt6 4.12.0-6
phonon-qt6-vlc 0.12.0-6
pimcommon 26.04.2-1.1
pinentry 1.3.2-2.1
pipewire 1:1.6.7-1.1
pipewire-alsa 1:1.6.7-1.1
pipewire-audio 1:1.6.7-1.1
pipewire-pulse 1:1.6.7-1.1
pixman 0.46.4-1.1
pkcs11-helper 1.31.0-1.1
pkgconf 2.5.1-1.1
pkgfile 25-2.1
plasma-activities 6.7.1-1.1
plasma-activities-stats 6.7.1-1.1
plasma-browser-integration 6.7.1-1.1
plasma-desktop 6.7.1-1.1
plasma-firewall 6.7.1-1.1
plasma-foreground-booster 0.0.dmemcg.experimental-3
plasma-integration 6.7.1-1.1
plasma-keyboard 6.7.1-1.1
plasma-login-manager 6.7.0-2
plasma-nm 6.7.1-1.1
plasma-pa 6.7.1-1.1
plasma-systemmonitor 6.7.1-1.1
plasma-thunderbolt 6.7.1-1.1
plasma-vault 6.7.1-1.1
plasma-workspace 6.7.1-1.1
plasma5support 6.7.1-1.1
plasma6-wallpapers-smart-video-wallpaper-reborn 2.13.0-1
plocate 1.1.24-1.1
plymouth 26.134.222-2.1
plymouth-kcm 6.7.1-1.1
po4a 0.74-1
podofo 0.10.6-1.1
polkit 127-3.1
polkit-kde-agent 6.7.1-1.1
polkit-qt5 0.201.1-1
polkit-qt6 0.201.1-1
poppler 26.06.0-1.1
poppler-data 0.4.12-2
poppler-glib 26.06.0-1.1
poppler-qt6 26.06.0-1.1
popt 1.19-2.1
portaudio 1:19.7.0-4.1
portmidi 1:2.0.8-1.1
power-profiles-daemon 0.30-3
powerdevil 6.7.1-1.1
powertop 2.15-2.2
ppp 2.5.2-1.1
prismlauncher 11.0.2-1.1
prison 6.27.0-1.1
procps-ng 4.0.6-2.1
profile-sync-daemon 1:7.03-1
projectm 3.1.12-5.1
protobuf 35.0-2.1
protobuf-c 1.5.2-11.1
proton-cachyos-native 1:11.0.20260602-3
proton-cachyos-slr 1:11.0.20260602-3
proton-pass-bin 1.37.0-1
proton-pass-cli-bin 2.1.4-1
protonplus 0.5.20-1
protontricks 1.14.1-1
protonup-qt 2.15.0-1
prrte 3.0.13-1.1
psmisc 23.7-2.1
pugixml 1.16-1.1
pulseaudio-qt 1.8.1-1.1
purpose 6.27.0-1.1
pv 1.10.5-1.1
pyalpm 0.11.1-1.1
pybind11 3.0.4-1
pyside6 6.11.1-1.1
python 3.14.6-2
python-aaf2 1.7.1-4
python-aiofiles 25.1.0-2
python-annotated-types 0.7.0-3
python-anyio 4.14.0-1
python-apsw 3.53.2.0-1.1
python-attrs 26.1.0-1
python-autocommand 2.2.2-9
python-beautifulsoup4 4.15.0-1
python-bidict 0.23.1-5
python-blinker 1.9.0-4
python-brotli 1.2.0-1.1
python-brotlicffi 1.2.0.1-3.1
python-cachetools 7.1.4-1
python-cairo 1.29.0-2.1
python-cbor2 6.1.2-1.1
python-certifi 2026.06.17-1
python-cffi 2.0.0-2.1
python-chardet 6.0.0.post1-1
python-charset-normalizer 3.4.7-1.1
python-click 8.3.3-1
python-contourpy 1.3.3-4.1
python-cryptography 49.0.0-1.1
python-css-parser 1.1.1-1
python-cssselect 1.4.0-1
python-cycler 0.12.1-4
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-defusedxml 0.7.1-8
python-deprecated 1.3.1-1
python-distro 1.9.0-4
python-dnspython 1:2.8.0-3
python-evdev 1.9.3-1.1
python-faust-cchardet 2.1.19-5.1
python-feedparser 6.0.12-2
python-filelock 3.29.3-1
python-flask 3.1.3-1
python-fonttools 4.63.0-1.1
python-fsspec 2026.4.0-1
python-gbinder 1.3.1-1.1
python-gevent 26.5.0-1.1
python-gmpy2 2.3.1-1.1
python-gobject 3.56.3-1
python-greenlet 3.5.1-1.1
python-h11 0.16.0-2
python-html2text 2025.4.15-2
python-html5-parser 0.4.12-5.1
python-html5lib 1.1-17
python-httpcore 1.0.9-3
python-httpx 0.28.1-7
python-icalendar 7.1.2-1
python-idna 3.18-1
python-ifaddr 0.2.0-7
python-inflate64 1.0.4-2.1
python-inputs 0.5-7
python-itsdangerous 2.2.0-2
python-jaconv 0.5.0-1
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-jeepney 0.9.0-3
python-jinja 1:3.1.6-3
python-kiwisolver 1.5.0-1.1
python-llvmlite 0.47.0-1.1
python-lxml 6.1.1-1.1
python-lxml-html-clean 0.4.5-1
python-markdown 3.10.2-1
python-markupsafe 3.0.3-1.1
python-matplotlib 3.11.0-1
python-mechanize 1:0.4.10-3
python-moddb 0.14.0-2
python-more-itertools 11.1.0-1
python-mpmath 1.4.1-1
python-msgpack 1.1.2-2.1
python-multivolumefile 0.2.3-10
python-netifaces 0.11.0-9.1
python-networkx 3.6.1-1
python-numba 0.65.1-1
python-numpy 2.5.0-1.1
python-openai-whisper 20250625-3
python-orjson 3.11.9-1.1
python-packaging 26.2-1
python-pandas 2.3.3-2.1
python-pdftotext 2.2.2-11.1
python-pefile 2024.8.26-2
python-pillow 12.2.0-1
python-pip 26.1.2-1
python-pkg_resources 81.0.0-1
python-platformdirs 4.10.0-1
python-pooch 1.9.0-1
python-prettytable 3.17.0-2
python-protobuf 35.0-2.1
python-psutil 7.2.2-1
python-py7zr 1.1.2-1
python-pyaml 26.2.1-1
python-pybcj 1.0.7-2.1
python-pychm 0.8.6-11.1
python-pyclip 0.7.0-9
python-pycparser 3.00-1
python-pycryptodome 3.23.0-2.1
python-pycryptodomex 3.23.0-3.1
python-pydantic 2.13.4-1
python-pydantic-core 3:2.46.4-1.1
python-pydbus 0.6.0-13
python-pyelftools 0.33-1
python-pygame 2.6.1-5.1
python-pygments 2.20.0-1
python-pykakasi 2.3.0-3
python-pyparsing 3.3.2-1
python-pyppmd 1.2.0-2.1
python-pyqt6 6.11.0-2
python-pyqt6-sip 13.11.1-1.1
python-pyqt6-webengine 6.11.0-1
python-pytorch 2.12.0-5
python-pytz 2026.1-1
python-pywayland 0.4.18-3.1
python-pyxdg 0.28-7
python-pyzstd 0.19.1-3.1
python-regex 2026.5.9-1.1
python-requests 2.34.2-1
python-scipy 1.18.0-1.1
python-setuptools 1:82.0.1-1
python-sgmllib3k 1.0.0-8
python-shtab 1.8.0-2
python-six 1.17.0-3
python-soupsieve 2.8.4-1
python-srt 3.5.3-3
python-srt_equalizer 0.1.12-1
python-steam 2.0.0.alpha1-2
python-sympy 1.14.0-6
python-texttable 1.7.0-5
python-tiktoken 0.12.0-3.1
python-tqdm 4.68.2-1
python-typing-inspection 0.4.2-2
python-typing_extensions 4.15.0-3
python-unrardll 0.1.7-5.1
python-urllib3 2.7.0-1
python-vdf 4.0-5
python-vosk 0.3.50-7
python-wand 0.7.1-1
python-wcwidth 0.8.1-1
python-webencodings 0.5.1-13
python-websockets 16.0-1
python-werkzeug 3.1.8-1
python-wheel 0.47.0-1
python-wrapt 2.2.2-1.1
python-wsproto 1.3.2-1
python-xlib 0.33-6
python-xxhash 3.7.0-1.1
python-yaml 6.0.3-2.1
python-zeroconf 0.149.1-1.1
python-zope-event 6.2-1
python-zope-interface 8.5-1.1
python-zstandard 0.25.0-2.1
qbittorrent 5.2.2-1
qca-qt6 2.3.10-7
qcoro 0.13.0-2
qgpgme 2.1.0-1.1
qhull 2020.2-5.1
qqc2-breeze-style 6.7.1-1.1
qqc2-desktop-style 6.27.0-1.1
qrca 26.04.2-1.1
qrcodegencpp-cmake 1.8.0-4.7
qrencode 4.1.1-4.4
qt5-base 5.15.19+kde+r96-1.1
qt5-declarative 5.15.19+kde+r23-1.1
qt5-graphicaleffects 5.15.19-1.1
qt5-multimedia 5.15.19+kde+r2-1.1
qt5-quickcontrols 5.15.19-1.1
qt5-quickcontrols2 5.15.19+kde+r5-1.1
qt5-speech 5.15.19+kde+r1-1.1
qt5-svg 5.15.19+kde+r5-1.1
qt5-tools 5.15.19+kde+r3-1.1
qt5-translations 5.15.19-1
qt5-wayland 5.15.19+kde+r55-1.1
qt5-x11extras 5.15.19-1.1
qt6-5compat 6.11.1-1.1
qt6-base 6.11.1-1
qt6-charts 6.11.1-1.1
qt6-connectivity 6.11.1-1.1
qt6-declarative 6.11.1-3.1
qt6-graphs 6.11.1-1.1
qt6-imageformats 6.11.1-1.1
qt6-location 6.11.1-1.1
qt6-multimedia 6.11.1-1.1
qt6-multimedia-ffmpeg 6.11.1-1.1
qt6-multimedia-gstreamer 6.11.1-1.1
qt6-networkauth 6.11.1-1.1
qt6-positioning 6.11.1-1.1
qt6-quick3d 6.11.1-1.1
qt6-quicktimeline 6.11.1-1.1
qt6-sensors 6.11.1-1.1
qt6-shadertools 6.11.1-1.1
qt6-speech 6.11.1-1.1
qt6-svg 6.11.1-1.1
qt6-tools 6.11.1-3.1
qt6-translations 6.11.1-1
qt6-virtualkeyboard 6.11.1-1.1
qt6-wayland 6.11.1-1.1
qt6-webchannel 6.11.1-1.1
qt6-webengine 6.11.1-4
qt6-websockets 6.11.1-1.1
qt6pas 6.2.10-4.1
qtkeychain-qt6 0.16.0-1
radeontop 1.4-3.1
raptor 2.0.16-9.1
rasqal 1:0.9.33-9.1
rate-mirrors 0.28.3-2
rav1e 0.8.1-2.2
rclone 1.74.3-1.1
rclone-browser 1.8.0-4.8
rclone-manager 0.2.8-1
re2 2:2025.11.05-5.1
readline 8.3.003-1.2
rebuild-detector 4.4.5-1
recode 3.7.15-1.5
recordmydesktop 0.4.0-4.1
redland 1:1.0.17-10.1
reflector 2023-5
retroarch 1.22.2-4.1
retroarch-assets-ozone 1:538-1
retroarch-assets-xmb 1:538-1
ripgrep 15.1.0-2
ripgrep-all 0.10.10-1.2
rnnoise 1:0.2-1.1
rocm-core 7.2.4-1.1
rocm-device-libs 2:7.2.4-1.1
rocm-smi-lib 7.2.0-2.1
rocprofiler-register 7.2.4-1.1
rpcbind 1.2.9-1.1
rsync 3.4.4-1.1
rtkit 0.14-1.1
rtmpdump 1:2.6-2.1
rubberband 4.0.0-2.1
runc 1.5.0-1.1
rust 1:1.96.0-1.1
rustdesk 1.4.8-1
rustdesk-server 1.1.15-1
s-nail 14.9.25-1.1
sbc 2.2-1.1
scrcpy 4.0-1.1
scx-manager 1.15.11-1
scx-scheds 1.1.1-1
scx-tools 1.1.1-1.1
sd 1.1.0-1.1
sddm 0.21.0-8
sdl12-compat 1.2.68-2.1
sdl2-compat 2.32.70-1.1
sdl2_image 2.8.12-1.1
sdl2_mixer 2.8.2-1.1
sdl2_ttf 2.24.0-2.1
sdl3 3.4.10-1.1
sdl3_ttf 3.2.2-3.2
sdl_image 1.2.12-9.1
seatd 0.9.3-1.1
sed 4.10-1.1
semver 7.8.4-1
serd 0.32.10-1.1
sg3_utils 1.48-1.2
shaderc 2026.2-2.1
shadow 4.19.4.arch1-1.1
shared-mime-info 2.4-3.1
shelly 2.4.0.4-2
shiboken6 6.11.1-1.1
signon-kwallet-extension 26.04.2-1.1
signon-plugin-oauth2 0.25-4
signon-ui 0.17+20231016-4.1
signond 8.61-4.1
simde 0.8.2-1
simdjson 1:4.6.4-1.1
slang 2.3.3-4.1
smartmontools 7.5-1.1
smbclient 2:4.24.3-1.1
snap-pac 3.0.1-3
snapper 0.13.1-2.1
snappy 1.2.2-3.1
sndio 1.10.0-1.1
socat 1.8.1.1-1.1
sof-firmware 2025.12.2-1
solid 6.27.0-1.1
solid5 5.116.0-2.1
sonnet 6.27.0-1.1
sonnet5 5.116.0-2.1
sord 0.16.22-1.1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.1-1.1
source-highlight 3.1.9-18.1
spandsp 0.0.6-7
spdlog 1.17.0-2.1
spectacle 1:6.7.1-1.1
speedtest++ 1.15.r72.b743996-2
speex 1.2.1-2.1
speexdsp 1.2.1-2.1
spirv-tools 1:1.4.350.1-1.1
sqlite 3.53.2-2
sratom 0.6.22-1.1
srt 1.5.5-1.1
sshfs 3.7.6-1.1
stacer-bin 1.7.0-1
starship 1.25.1-1
startup-notification 0.12-9.1
steam 1.0.0.85-7
steam-devices 1.0.0.85-7
stow 2.4.1-1
sudo 1.9.17.p2-6.1
sunshine 2026.516.143833-1
supergfxctl 5.2.7-2
svt-av1 4.1.0-2
svt-hevc 1.5.1-4.1
switcheroo-control 3.0-1.1
syncthing 2.1.1-1.1
syndication 6.27.0-1.1
syntax-highlighting 6.27.0-1.1
sysfsutils 2.1.1-2.2
systemd 260.2-2
systemd-libs 260.2-2
systemd-resolvconf 260.2-2
systemd-sysvcompat 260.2-2
systemsettings 6.7.1-1.1
taglib 2.3-1.1
tail-tray 0.2.33-1
tailscale 1.98.4-1.1
talloc 2.4.4-1.1
tar 1.35-2.1
tcl 8.6.16-1.1
tcpdump 4.99.6-1.1
tdb 1.4.15-1.1
tealdeer 1.8.1-2.1
teamspeak 6.0.0beta4-2
telegram-desktop 6.9.3-6.1
termius 9.36.2-1
tesseract 5.5.2-1.1
tesseract-data-eng 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
